id,state,county,areaname,1900,1910,1920,1930,1940,1950,1960,1970
,Alaska Territory,Northern District,Northern District,60,0,1703,1590,0,5772,fill
55089,Wisconsin,Ozaukee,Ozaukee,7,1,1,1,7,9,76
47149,Tennessee,Rutherford,Rutherford,11357,9786,7741,6780,6668,7108,7135
51690,Virginia,Martinsville City,Martinsville City,fill,fill,1963,2012,5043,5691,5649
36019,New York,Clinton,Clinton,251,218,406,725,825,2582,2460
47141,Tennessee,Putnam,Putnam,892,806,573,563,551,528,447
47143,Tennessee,Rhea,Rhea,1316,901,746,841,709,639,583
47145,Tennessee,Roane,Roane,2366,1918,1453,1408,1514,1610,1510
47147,Tennessee,Robertson,Robertson,6492,5591,5852,5734,4842,4782,4694
19073,Iowa,Greene,Greene,1,16,5,5,5,4,5
19071,Iowa,Fremont,Fremont,39,11,17,5,3,3,0
39089,Ohio,Licking,Licking,432,662,796,802,903,1285,1650
19077,Iowa,Guthrie,Guthrie,2,1,1,1,2,6,9
19075,Iowa,Grundy,Grundy,11,1,1,1,2,2,6
39085,Ohio,Lake,Lake,237,336,605,574,931,1963,2697
39087,Ohio,Lawrence,Lawrence,1789,1691,1669,1598,1658,1798,1682
19079,Iowa,Hamilton,Hamilton,37,4,12,0,4,15,4
39081,Ohio,Jefferson,Jefferson,1647,2063,4391,4796,4753,5314,5383
38047,North Dakota,Logan,Logan,1,1,0,0,1,0,0
39083,Ohio,Knox,Knox,323,420,392,361,414,380,345
28129,Mississippi,Smith,Smith,2899,2594,3573,3680,3389,3235,2888
48347,Texas,Nacogdoches,Nacogdoches,7030,6741,7456,9511,8655,7508,7542
35057,New Mexico,Torrance,Torrance,fill,3,7,0,8,14,0
28125,Mississippi,Sharkey,Sharkey,13967,11784,10235,11091,9170,7469,5784
28127,Mississippi,Simpson,Simpson,5969,6004,6943,7089,7267,7194,6258
28121,Mississippi,Rankin,Rankin,14249,11299,11092,14670,13663,12806,12368
28123,Mississippi,Scott,Scott,6896,6153,8661,9864,9331,8089,7053
35055,New Mexico,Taos,Taos,fill,0,11,3,5,55,6
46103,South Dakota,Pennington,Pennington,33,24,20,17,44,553,527
16083,Idaho,Twin Falls,Twin Falls,31,42,34,32,55,22,3
16081,Idaho,Teton,Teton,fill,8,0,0,0,0,0
16087,Idaho,Washington,Washington,12,6,2,0,3,0,0
16085,Idaho,Valley,Valley,fill,0,0,0,2,0,0
51189,Virginia,Warwick,Warwick,4334,4167,2506,2543,12367,fill,fill
51187,Virginia,Warren,Warren,1131,1129,821,1056,1187,1054,952
51185,Virginia,Tazewell,Tazewell,2820,2894,2689,2984,2871,2001,1247
51183,Virginia,Sussex,Sussex,8962,8429,8006,8364,8387,8223,7247
51181,Virginia,Surry,Surry,6005,5693,4265,3801,3963,4023,3853
27095,Minnesota,Mille Lacs,Mille Lacs,6,1,4,4,8,3,3
22093,Louisiana,St James,St James,13164,11602,7550,8228,7706,9047,9321
27097,Minnesota,Morrison,Morrison,6,2,1,1,3,2,10
22091,Louisiana,St Helena,St Helena,4573,4229,4611,5048,4785,5081,5545
27091,Minnesota,Martin,Martin,4,10,4,0,6,1,0
22097,Louisiana,St Landry,St Landry,31234,26507,29516,33815,35009,35008,33202
27093,Minnesota,Meeker,Meeker,3,0,1,1,0,0,22
22095,Louisiana,St John The Baptist,St John The Baptist,8126,6415,6947,6876,7411,9511,11035
22099,Louisiana,St Martin,St Martin,9836,7902,7545,9651,9734,10817,11292
27099,Minnesota,Mower,Mower,21,25,11,7,21,12,5
21045,Kentucky,Casey,Casey,278,168,130,78,65,45,41
21047,Kentucky,Christian,Christian,15956,12911,11704,10978,9871,12462,12294
21041,Kentucky,Carroll,Carroll,530,401,385,309,263,232,213
21043,Kentucky,Carter,Carter,110,59,53,48,29,11,0
17203,Illinois,Woodford,Woodford,37,31,2,2,8,4,25
17201,Illinois,Winnebago,Winnebago,257,581,1305,1419,3882,8574,15842
2290,Alaska,Yukon-Koyukuk,Yukon-Koyukuk,fill,fill,fill,fill,fill,fill,126
21049,Kentucky,Clark,Clark,4462,3691,2842,2436,1842,1953,1849
45005,South Carolina,Allendale,Allendale,fill,12497,9761,9409,8513,7183,5824
48035,Texas,Bosque,Bosque,848,660,560,506,373,363,355
18109,Indiana,Morgan,Morgan,94,51,8,14,23,8,0
48037,Texas,Bowie,Bowie,12734,12320,15971,15232,15184,14364,14730
39033,Ohio,Crawford,Crawford,77,221,267,281,245,327,302
51678,Virginia,Lexington City,Lexington City,fill,fill,fill,fill,fill,fill,1190
17117,Illinois,Macoupin,Macoupin,186,82,46,26,31,44,158
21221,Kentucky,Trigg,Trigg,3322,2947,2373,2121,1441,1505,1543
17115,Illinois,Macon,Macon,906,1283,1976,2144,3482,6004,9849
21223,Kentucky,Trimble,Trimble,142,75,27,22,12,3,3
17113,Illinois,McLean,Mclean,1118,1060,964,860,893,1241,2028
21225,Kentucky,Union,Union,2414,2193,2021,2103,1381,1324,2814
17111,Illinois,McHenry,Mchenry,29,24,35,46,33,22,52
21227,Kentucky,Warren,Warren,6113,4956,5057,4728,4445,4420,4839
5021,Arkansas,Clay,Clay,10,3,10,2,5,3,8
21229,Kentucky,Washington,Washington,1779,1717,1362,1283,1306,1148,1126
5023,Arkansas,Cleburne,Cleburne,7,1,3,0,2,1,0
53055,Washington,San Juan,San Juan,0,0,0,0,4,0,0
5025,Arkansas,Cleveland,Cleveland,4334,3719,3478,3385,2185,1704,1298
53053,Washington,Pierce,Pierce,889,992,900,935,6011,10520,18472
5027,Arkansas,Columbia,Columbia,10869,12648,12726,13498,11237,9504,9113
53051,Washington,Pend Oreille,Pend Oreille,fill,13,2,1,4,2,7
2210,Alaska,Seward,Seward,fill,fill,fill,fill,fill,fill,0
36099,New York,Seneca,Seneca,122,119,137,121,208,326,381
36097,New York,Schuyler,Schuyler,184,126,109,88,63,106,59
36095,New York,Schoharie,Schoharie,224,166,117,107,94,81,121
36093,New York,Schenectady,Schenectady,288,408,627,697,1479,2171,3538
36091,New York,Saratoga,Saratoga,697,623,617,623,694,811,944
51670,Virginia,Hopewell City,Hopewell City,fill,235,1318,1370,1505,2972,3558
37011,North Carolina,Avery,Avery,fill,243,277,259,204,151,98
42087,Pennsylvania,Mifflin,Mifflin,172,352,283,272,138,119,106
26127,Michigan,Oceana,Oceana,25,22,25,28,70,66,127
42085,Pennsylvania,Mercer,Mercer,621,2842,2694,2406,3516,5022,5189
26125,Michigan,Oakland,Oakland,251,1148,4260,5307,18124,23026,28336
6059,California,Orange,Orange,97,139,231,287,889,3171,10235
26123,Michigan,Newaygo,Newaygo,19,31,128,237,423,507,555
42081,Pennsylvania,Lycoming,Lycoming,1182,1082,1057,1147,1174,1245,1352
26121,Michigan,Muskegon,Muskegon,79,254,1376,1781,7382,12649,16730
6055,California,Napa,Napa,48,40,77,114,408,552,507
6057,California,Nevada,Nevada,14,15,8,31,19,21,26
2100,Alaska,Haines,Haines,fill,fill,fill,fill,fill,fill,0
6051,California,Mono,Mono,0,7,3,6,2,1,0
6053,California,Monterey,Monterey,107,170,269,435,2721,7918,12031
26129,Michigan,Ogemaw,Ogemaw,2,0,1,1,2,2,0
20151,Kansas,Pratt,Pratt,218,397,333,324,284,255,194
10005,Delaware,Sussex,Sussex,7938,7257,7519,8899,11000,15079,16405
5117,Arkansas,Prairie,Prairie,4481,5226,3620,2977,2246,1942,1680
20155,Kansas,Reno,Reno,904,1052,991,907,968,1200,1348
10001,Delaware,Kent,Kent,7561,6753,6612,6531,6859,9570,13006
20157,Kansas,Republic,Republic,8,9,2,0,4,2,29
10003,Delaware,New Castle,New Castle,15682,16325,18471,20446,25739,36039,48894
20159,Kansas,Rice,Rice,132,125,139,123,89,92,147
5119,Arkansas,Pulaski,Pulaski,35462,36439,40215,43182,47131,51945,58484
17063,Illinois,Grundy,Grundy,78,47,29,24,33,17,65
48423,Texas,Smith,Smith,17246,17609,19128,22293,22291,23341,23436
17061,Illinois,Greene,Greene,62,56,24,23,14,18,19
17067,Illinois,Hancock,Hancock,59,34,22,26,27,18,30
17065,Illinois,Hamilton,Hamilton,3,0,0,0,2,2,6
17069,Illinois,Hardin,Hardin,140,83,60,47,23,16,0
48421,Texas,Sherman,Sherman,2,0,0,0,2,0,10
56029,Wyoming,Park,Park,13,7,6,10,4,6,5
31171,Nebraska,Thomas,Thomas,11,14,2,0,0,0,0
34021,New Jersey,Mercer,Mercer,5125,6991,11949,13876,20427,33714,49970
48427,Texas,Starr,Starr,21,1,1,1,3,0,22
31173,Nebraska,Thurston,Thurston,13,9,4,2,7,0,0
48425,Texas,Somervell,Somervell,1,0,0,0,2,3,5
2030,Alaska,Angoon,Angoon,fill,fill,fill,fill,fill,fill,0
31175,Nebraska,Valley,Valley,2,2,0,0,2,0,0
49057,Utah,Weber,Weber,204,270,233,351,1106,1738,2029
34025,New Jersey,Monmouth,Monmouth,8279,8938,13897,14162,20415,30730,38044
45033,South Carolina,Dillon,Dillon,11539,12936,12067,14111,14473,14118,11960
45031,South Carolina,Darlington,Darlington,21283,22196,21611,22571,23215,23475,20275
56027,Wyoming,Niobrara,Niobrara,fill,24,9,2,0,2,0
45037,South Carolina,Edgefield,Edgefield,20114,16642,12271,11300,9930,9153,8104
31177,Nebraska,Washington,Washington,2,13,3,0,17,14,26
45035,South Carolina,Dorchester,Dorchester,10982,11439,11166,11439,12478,11892,11319
41065,Oregon,Wasco,Wasco,31,15,8,3,19,45,77
45039,South Carolina,Fairfield,Fairfield,22377,20672,15690,14970,12919,12318,11882
41067,Oregon,Washington,Washington,7,9,6,7,47,54,180
41061,Oregon,Union,Union,21,16,41,39,109,74,78
41063,Oregon,Wallowa,Wallowa,1,1,58,22,33,11,9
48283,Texas,La Salle,La Salle,93,22,76,3,15,7,5
48281,Texas,Lampasas,Lampasas,436,274,269,257,201,285,144
48287,Texas,Lee,Lee,4039,4224,3876,3655,2695,2139,1698
48285,Texas,Lavaca,Lavaca,4384,3975,3369,3220,2278,2100,1580
34029,New Jersey,Ocean,Ocean,438,566,1258,1330,1536,3351,6323
48289,Texas,Leon,Leon,6878,7284,8362,7515,4737,3796,2723
13179,Georgia,Liberty,Liberty,8355,7593,5532,5518,5166,6096,6006
36077,New York,Otsego,Otsego,104,121,127,150,129,150,257
36071,New York,Orange,Orange,3081,2549,3108,4076,5228,9644,14361
36073,New York,Orleans,Orleans,147,112,84,199,319,1462,1971
37079,North Carolina,Greene,Greene,6096,8186,8945,8084,8386,8424,7029
13171,Georgia,Lamar,Lamar,fill,fill,4473,4423,4170,4048,4140
37077,North Carolina,Granville,Granville,12239,12722,14045,14958,14841,14717,14322
13173,Georgia,Lanier,Lanier,fill,fill,1940,1615,1615,1543,1472
37075,North Carolina,Graham,Graham,0,5,1,2,10,0,0
13175,Georgia,Laurens,Laurens,17544,18601,13536,13745,13302,12026,11033
37073,North Carolina,Gates,Gates,4693,5082,5042,4972,5021,5009,4550
13177,Georgia,Lee,Lee,9992,8977,6489,5942,4757,3889,3070
37071,North Carolina,Gaston,Gaston,8502,9226,12392,12590,14850,16560,17947
54057,West Virginia,Mineral,Mineral,601,641,607,678,673,681,687
54055,West Virginia,Mercer,Mercer,5960,6427,7587,7546,8405,7186,5194
54053,West Virginia,Mason,Mason,349,227,692,670,755,529,262
54051,West Virginia,Marshall,Marshall,575,502,882,881,323,360,185
32021,Nevada,Mineral,Mineral,fill,4,4,1,282,419,473
54059,West Virginia,Mingo,Mingo,1236,2191,3768,3099,2717,2053,1334
38051,North Dakota,McIntosh,Mcintosh,3,0,0,0,0,0,0
38053,North Dakota,McKenzie,Mckenzie,2,6,5,1,0,6,0
38055,North Dakota,McLean,Mclean,4,3,0,1,9,1,6
29197,Missouri,Schuyler,Schuyler,4,1,0,0,0,0,5
38057,North Dakota,Mercer,Mercer,0,0,0,0,3,0,0
29195,Missouri,Saline,Saline,3784,3126,2700,2313,1589,1359,1258
38059,North Dakota,Morton,Morton,12,13,10,1,4,4,0
29199,Missouri,Scotland,Scotland,45,37,17,8,3,4,0
1079,Alabama,Lawrence,Lawrence,6933,6739,7053,6280,5930,5464,5114
1077,Alabama,Lauderdale,Lauderdale,7096,8117,7782,7466,7216,7242,7149
1075,Alabama,Lamar,Lamar,3180,2850,2851,2977,2428,2101,1955
1073,Alabama,Jefferson,Jefferson,90617,130291,167957,179150,208459,219542,206337
1071,Alabama,Jackson,Jackson,3136,3008,2688,2618,2297,2231,1979
40001,Oklahoma,Adair,Adair,22,40,2,1,16,1,11
13007,Georgia,Baker,Baker,5718,5614,4794,4295,3632,2674,2054
13001,Georgia,Appling,Appling,2863,2312,2815,2641,2606,3042,2670
40007,Oklahoma,Beaver,Beaver,12,0,1,1,1,0,0
40009,Oklahoma,Beckham,Beckham,2,3,574,351,398,435,298
13009,Georgia,Baldwin,Baldwin,11005,11019,10736,11498,11856,13481,12998
1095,Alabama,Marshall,Marshall,1365,1287,1272,1170,1042,1113,1061
1097,Alabama,Mobile,Mobile,34719,39667,42255,51583,77591,100968,102356
1091,Alabama,Marengo,Marengo,30846,26111,26349,26009,20473,16832,13157
1093,Alabama,Marion,Marion,520,621,861,996,719,727,622
30043,Montana,Jefferson,Jefferson,12,17,13,5,6,4,0
30041,Montana,Hill,Hill,fill,72,43,24,30,24,96
1099,Alabama,Monroe,Monroe,15727,15945,15782,15593,13155,11324,9497
30045,Montana,Judith Basin,Judith Basin,fill,fill,3,0,1,1,0
18009,Indiana,Blackford,Blackford,40,9,10,3,2,2,0
40101,Oklahoma,Muskogee,Muskogee,16454,15310,16059,15593,13868,11842,9902
18005,Indiana,Bartholomew,Bartholomew,319,229,191,181,241,315,410
18007,Indiana,Benton,Benton,71,44,20,18,12,11,0
18001,Indiana,Adams,Adams,2,0,5,6,8,1,0
18003,Indiana,Allen,Allen,601,1471,2379,2553,5269,11702,19281
28021,Mississippi,Claiborne,Claiborne,13608,9591,9036,9398,8932,8239,7522
20207,Kansas,Woodson,Woodson,24,43,8,6,2,0,10
40103,Oklahoma,Noble,Noble,642,362,718,611,392,232,262
28025,Mississippi,Clay,Clay,14105,10483,11080,11534,10095,9717,9306
28027,Mississippi,Coahoma,Coahoma,30382,35205,35858,37267,35531,31440,26013
28029,Mississippi,Copiah,Copiah,19981,15102,15612,17863,16277,14058,12437
45091,South Carolina,York,York,25275,24230,21932,21207,21888,22181,20649
37133,North Carolina,Onslow,Onslow,4238,4439,4079,4862,6620,10511,15180
20209,Kansas,Wyandotte,Wyandotte,11172,16758,21584,23017,29367,30922,35630
40105,Oklahoma,Nowata,Nowata,1954,1541,1542,1425,979,733,559
37107,North Carolina,Lenoir,Lenoir,10225,13061,15438,17812,19817,21847,20330
37105,North Carolina,Lee,Lee,3526,3886,5405,5348,6119,5884,7001
29049,Missouri,Clinton,Clinton,769,623,503,546,386,331,327
37101,North Carolina,Johnston,Johnston,10169,11502,13129,13443,14313,14116,13071
29045,Missouri,Clark,Clark,50,32,23,26,11,8,0
29047,Missouri,Clay,Clay,1052,969,951,822,774,723,871
29041,Missouri,Chariton,Chariton,2232,1809,1626,1493,1054,852,697
29510,Missouri,St Louis City,St Louis City,43960,69854,93580,108765,153766,214377,254268
29043,Missouri,Christian,Christian,51,20,6,13,8,4,10
31091,Nebraska,Hooker,Hooker,0,3,0,0,0,0,0
27069,Minnesota,Kittson,Kittson,2,5,10,14,1,14,0
51515,Virginia,Bedford City,Bedford City,fill,fill,fill,fill,fill,fill,1048
27061,Minnesota,Itasca,Itasca,12,5,4,0,15,21,4
27063,Minnesota,Jackson,Jackson,2,0,2,0,3,2,0
48197,Texas,Hardeman,Hardeman,40,188,608,578,822,969,816
27065,Minnesota,Kanabec,Kanabec,0,0,0,0,0,3,0
27067,Minnesota,Kandiyohi,Kandiyohi,5,1,6,14,15,29,11
34037,New Jersey,Sussex,Sussex,168,90,119,121,116,160,260
35039,New Mexico,Rio Arriba,Rio Arriba,fill,28,10,3,25,40,29
34035,New Jersey,Somerset,Somerset,1414,1221,1628,1823,3111,4476,7088
34033,New Jersey,Salem,Salem,3324,3962,4763,5018,6204,8812,9233
34031,New Jersey,Passaic,Passaic,2401,2522,5518,6776,11991,26799,49998
31067,Nebraska,Gage,Gage,58,87,91,73,40,40,127
35031,New Mexico,McKinley,Mckinley,fill,177,200,212,250,346,404
31065,Nebraska,Furnas,Furnas,7,6,1,0,2,0,0
35033,New Mexico,Mora,Mora,fill,13,3,1,4,2,0
31063,Nebraska,Frontier,Frontier,1,11,5,0,1,0,0
42125,Pennsylvania,Washington,Washington,5888,7428,10933,9773,8712,9134,7765
31061,Nebraska,Franklin,Franklin,2,3,0,0,1,0,0
35037,New Mexico,Quay,Quay,fill,20,23,69,87,136,122
51021,Virginia,Bland,Bland,133,111,125,116,129,197,135
55099,Wisconsin,Price,Price,6,3,7,0,4,0,0
55015,Wisconsin,Calumet,Calumet,3,37,0,1,1,1,0
19191,Iowa,Winneshiek,Winneshiek,18,3,10,15,5,4,62
55095,Wisconsin,Polk,Polk,5,10,7,3,229,12,29
19193,Iowa,Woodbury,Woodbury,317,1147,1078,875,875,1257,1052
55097,Wisconsin,Portage,Portage,5,4,0,0,6,4,65
19195,Iowa,Worth,Worth,16,89,85,51,51,43,28
51023,Virginia,Botetourt,Botetourt,3495,2971,2212,1918,1595,1515,1485
19197,Iowa,Wright,Wright,4,5,0,0,6,5,0
55093,Wisconsin,Pierce,Pierce,15,9,11,7,8,21,54
31085,Nebraska,Hayes,Hayes,4,0,0,0,0,0,0
31087,Nebraska,Hitchcock,Hitchcock,1,4,3,0,6,1,28
47159,Tennessee,Smith,Smith,2325,1663,1059,1030,709,614,631
31081,Nebraska,Hamilton,Hamilton,29,27,3,0,7,2,0
31083,Nebraska,Harlan,Harlan,24,24,9,5,9,0,0
46037,South Dakota,Day,Day,1,0,0,0,6,0,0
47153,Tennessee,Sequatchie,Sequatchie,139,46,11,8,3,0,0
47151,Tennessee,Scott,Scott,97,16,15,1,6,3,0
31089,Nebraska,Holt,Holt,10,21,6,0,1,1,5
47157,Tennessee,Shelby,Shelby,91719,98962,127324,155253,180002,227445,265892
47155,Tennessee,Sevier,Sevier,378,318,211,212,197,184,98
40089,Oklahoma,McCurtain,Mccurtain,4576,6914,7795,8050,5743,4524,3866
46035,South Dakota,Davison,Davison,18,15,63,20,11,6,19
51027,Virginia,Buchanan,Buchanan,4,0,133,7,7,2,57
19049,Iowa,Dallas,Dallas,131,207,409,249,142,112,51
39099,Ohio,Mahoning,Mahoning,2083,8509,17416,17045,24335,34949,37569
19047,Iowa,Crawford,Crawford,25,22,11,15,11,5,6
39097,Ohio,Madison,Madison,745,644,972,1089,1240,1568,1399
19045,Iowa,Clinton,Clinton,436,338,233,172,228,334,376
39095,Ohio,Lucas,Lucas,1918,6096,13620,14984,26510,42863,54725
19043,Iowa,Clayton,Clayton,26,9,6,6,1,0,0
39093,Ohio,Lorain,Lorain,1521,1916,3334,3516,6915,12234,16384
19041,Iowa,Clay,Clay,0,16,3,6,9,0,0
39091,Ohio,Logan,Logan,777,654,545,538,545,714,644
28159,Mississippi,Winston,Winston,6863,6471,8131,9062,9185,8278,7198
51029,Virginia,Buckingham,Buckingham,7570,6847,5802,5665,5255,4845,4687
54069,West Virginia,Ohio,Ohio,1389,1663,2574,2409,2637,2089,2029
39149,Ohio,Shelby,Shelby,231,241,211,180,258,380,537
28151,Mississippi,Washington,Washington,41600,41640,39125,48831,46821,43097,38460
28153,Mississippi,Wayne,Wayne,5843,5451,5369,5771,6208,5799,5470
49027,Utah,Millard,Millard,22,13,8,8,7,2,11
28155,Mississippi,Webster,Webster,3286,2359,2558,3548,2690,2619,2253
28157,Mississippi,Wilkinson,Wilkinson,13904,11314,9787,11444,9755,9428,7499
38023,North Dakota,Divide,Divide,3,6,18,10,0,19,79
48379,Texas,Rains,Rains,616,527,531,633,424,306,314
55019,Wisconsin,Clark,Clark,15,14,26,40,48,30,12
36059,New York,Nassau,Nassau,2317,3036,7960,13226,16955,39350,65693
40085,Oklahoma,Love,Love,1021,746,554,454,415,395,311
54067,West Virginia,Nicholas,Nicholas,48,68,65,24,32,6,0
27087,Minnesota,Mahnomen,Mahnomen,0,1,0,1,3,3,5
27085,Minnesota,McLeod,Mcleod,12,10,3,0,6,0,4
27083,Minnesota,Lyon,Lyon,5,3,0,0,8,1,47
27081,Minnesota,Lincoln,Lincoln,1,0,0,0,2,0,0
51730,Virginia,Petersburg City,Petersburg City,11014,13608,12600,13483,14776,17351,19894
27089,Minnesota,Marshall,Marshall,3,5,0,2,3,2,5
21031,Kentucky,Butler,Butler,561,475,297,272,149,72,85
21033,Kentucky,Caldwell,Caldwell,2520,1908,1722,1464,1010,923,926
21035,Kentucky,Calloway,Calloway,1069,1028,800,940,797,644,852
21037,Kentucky,Campbell,Campbell,735,934,1328,1071,1004,823,788
21039,Kentucky,Carlisle,Carlisle,393,311,294,218,104,84,68
16047,Idaho,Gooding,Gooding,fill,10,1,0,3,2,15
22045,Louisiana,Iberia,Iberia,14474,10898,10733,13447,12965,14781,15964
22047,Louisiana,Iberville,Iberville,19145,15372,12549,14171,13049,14615,14577
22041,Louisiana,Franklin,Franklin,5264,10720,11301,12628,10770,10589,8553
48375,Texas,Potter,Potter,149,318,1702,2724,3556,7711,6605
22043,Louisiana,Grant,Grant,4869,4045,4955,3979,3454,3222,3098
13005,Georgia,Bacon,Bacon,fill,852,1086,1054,1057,1086,1078
18179,Indiana,Wells,Wells,3,3,2,7,2,1,14
25027,Massachusetts,Worcester,Worcester,1847,1928,2012,1837,2115,3218,6073
25025,Massachusetts,Suffolk,Suffolk,13886,16880,21026,24034,40417,63676,105218
22049,Louisiana,Jackson,Jackson,3996,4006,3987,5612,4592,5127,5105
25023,Massachusetts,Plymouth,Plymouth,2484,1980,3943,3857,2746,4563,4767
25021,Massachusetts,Norfolk,Norfolk,797,883,1022,1090,1138,1502,3070
6115,California,Yuba,Yuba,203,189,181,142,222,967,2150
6111,California,Ventura,Ventura,64,123,125,235,2038,3598,6466
6113,California,Yolo,Yolo,280,202,194,211,418,607,1011
17091,Illinois,Kankakee,Kankakee,315,422,979,1938,3997,8015,11011
37169,North Carolina,Stokes,Stokes,2569,2278,2438,2292,1924,2258,2186
40033,Oklahoma,Cotton,Cotton,fill,156,264,170,236,196,180
17101,Illinois,Lawrence,Lawrence,289,214,276,203,179,183,165
53069,Washington,Wahkiakum,Wahkiakum,2,6,2,1,1,4,0
17103,Illinois,Lee,Lee,62,117,328,501,598,797,851
56011,Wyoming,Crook,Crook,5,4,7,1,3,0,0
17105,Illinois,Livingston,Livingston,397,346,540,756,632,937,968
56013,Wyoming,Fremont,Fremont,32,31,16,20,14,14,0
17107,Illinois,Logan,Logan,377,353,355,420,471,540,561
53063,Washington,Spokane,Spokane,1170,776,694,702,1359,2993,3212
17109,Illinois,McDonough,Mcdonough,123,126,121,123,124,129,294
53061,Washington,Snohomish,Snohomish,219,191,158,151,238,456,1060
53067,Washington,Thurston,Thurston,24,15,32,33,41,68,164
53065,Washington,Stevens,Stevens,12,13,8,18,19,14,4
36089,New York,St Lawrence,St Lawrence,56,143,58,64,42,96,217
21149,Kentucky,McLean,Mclean,750,602,315,247,99,60,72
37139,North Carolina,Pasquotank,Pasquotank,8357,7838,8206,8764,9253,10114,10116
21145,Kentucky,McCracken,Mccracken,7934,7006,7762,6981,5964,6207,5960
36081,New York,Queens,Queens,3198,5120,18609,25890,51524,145855,257873
21147,Kentucky,McCreary,Mccreary,fill,28,27,38,31,0,191
36083,New York,Rensselaer,Rensselaer,798,692,715,729,1179,2366,3503
21141,Kentucky,Logan,Logan,5349,4304,3486,3318,2545,2316,2187
36085,New York,Richmond,Richmond,1152,1499,2576,3397,5372,9674,15779
21143,Kentucky,Lyon,Lyon,1799,1184,1200,1243,729,532,404
36087,New York,Rockland,Rockland,1534,1471,2291,3190,4483,6854,13101
40031,Oklahoma,Comanche,Comanche,962,641,1458,1800,4234,7609,11097
2130,Alaska,Ketchikan Gateway,Ketchikan,fill,fill,fill,fill,fill,fill,27
26113,Michigan,Missaukee,Missaukee,15,16,11,3,2,1,4
6029,California,Kern,Kern,369,499,2142,3881,12530,16740,18632
26111,Michigan,Midland,Midland,119,108,71,75,56,27,143
42093,Pennsylvania,Montour,Montour,77,53,53,59,55,35,55
26117,Michigan,Montcalm,Montcalm,105,89,99,84,56,64,51
42095,Pennsylvania,Northampton,Northampton,615,749,1334,1198,1509,2297,3506
26115,Michigan,Monroe,Monroe,88,118,471,629,1099,1938,2032
42097,Pennsylvania,Northumberland,Northumberland,237,291,201,146,152,143,105
49019,Utah,Grand,Grand,1,3,24,3,0,3,0
6021,California,Glenn,Glenn,15,30,40,34,38,49,13
26119,Michigan,Montmorency,Montmorency,1,4,0,2,0,1,0
6023,California,Humboldt,Humboldt,40,77,37,52,86,282,424
6025,California,Imperial,Imperial,65,1648,1954,2356,2605,2992,2552
6027,California,Inyo,Inyo,21,9,14,15,9,3,17
20143,Kansas,Ottawa,Ottawa,42,34,27,30,22,14,13
20141,Kansas,Osborne,Osborne,69,24,26,16,25,23,0
20147,Kansas,Phillips,Phillips,67,28,28,37,21,20,0
20145,Kansas,Pawnee,Pawnee,81,127,120,164,207,225,245
48195,Texas,Hansford,Hansford,0,0,2,0,0,7,0
20149,Kansas,Pottawatomie,Pottawatomie,132,83,57,41,16,19,14
